Month,SIC,Value,Metric,Seasonal Adjustment,Variable,Estimate,Unit,Marker
2019-02,n,-0.19,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-03,n,0.27,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-04,n,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-05,n,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-06,n,-0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-07,n,0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-08,n,-0.05,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-09,n,0.05,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-10,n,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-11,n,-0.22,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-12,n,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-01,n,0.11,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-02,n,-0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-03,n,0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-04,n,-0.27,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-05,n,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-06,n,0.15,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-07,n,0.12,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-08,n,-0.15,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-09,n,0.24,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-10,n,0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-11,n,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-12,n,-0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-01,n,-0.12,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-02,n,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-03,n,0.39,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-04,n,-0.2,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-05,n,0.14,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-06,n,0.05,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-07,n,0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-08,n,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-09,n,0.24,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-10,n,-0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-11,n,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-12,n,-0.11,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-01,n,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-02,n,0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-03,n,0.25,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-04,n,-0.2,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-05,n,0.15,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-06,n,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-07,n,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-08,n,0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-09,n,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-10,n,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-11,n,0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-12,n,-0.13,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2012-02,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-03,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-04,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-05,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-06,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-07,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-08,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-09,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-10,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-11,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-12,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2013-01,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2013-02,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2013-03,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2013-04,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2013-05,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2013-06,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2013-07,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2013-08,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2013-09,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2013-10,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2013-11,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2013-12,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2014-01,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2014-02,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2014-03,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2014-04,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2014-05,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2014-06,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2014-07,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2014-08,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2014-09,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2014-10,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2014-11,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2014-12,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2015-01,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2015-02,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2015-03,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2015-04,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2015-05,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2015-06,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2015-07,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2015-08,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2015-09,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2015-10,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2015-11,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2015-12,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2016-01,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2016-02,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2016-03,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2016-04,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2016-05,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2016-06,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2016-07,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2016-08,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2016-09,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2016-10,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2016-11,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2016-12,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2017-01,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2017-02,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2017-03,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2017-04,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2017-05,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2017-06,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2017-07,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2017-08,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2017-09,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2017-10,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2017-11,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2017-12,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2018-01,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2018-02,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2018-03,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2018-04,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2018-05,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2018-06,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2018-07,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2018-08,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2018-09,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2018-10,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2018-11,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2018-12,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2019-01,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2019-02,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2019-03,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2019-04,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2019-05,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2019-06,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2019-07,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2019-08,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2019-09,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2019-10,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2019-11,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2019-12,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2020-01,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2020-02,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2020-03,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2020-04,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2020-05,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2020-06,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2020-07,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2020-08,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2020-09,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2020-10,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2020-11,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2020-12,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2021-01,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2021-02,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
2021-03,o,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-suppressed-for-disclosure
